Rk;G;Date;Age;Tm;Home_Away;Opp;Win_Loss;GS;MP;FG;FGA;FGpct;3P;3PA;3Ppct;FT;FTA;FTpct;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;GmSc;plus_moins
20;20;09/12/2007;29-108;LAL;;GSW;W (+10);1;37:45:00;9;23;.391;2;6;.333;8;10;.800;0;6;6;8;3;1;3;2;28;22.0;-7
21;21;13/12/2007;29-112;LAL;;SAS;W (+5);1;38:05:00;10;24;.417;1;4;.250;9;10;.900;1;6;7;3;4;0;1;1;30;24.0;1
22;22;14/12/2007;29-113;LAL;@;GSW;L (-2);1;36:40:00;6;23;.261;0;6;.000;9;11;.818;1;5;6;5;2;1;5;2;21;9.1;31
23;23;16/12/2007;29-115;LAL;;LAC;W (+21);1;36:19:00;11;22;.500;2;6;.333;8;9;.889;2;6;8;3;1;1;4;2;32;22.8;13
24;24;18/12/2007;29-117;LAL;@;CHI;W (+12);1;36:23:00;7;19;.368;0;3;.000;4;4;1.000;1;5;6;2;3;1;2;2;18;12.0;8
25;25;20/12/2007;29-119;LAL;@;CLE;L (-4);1;40:02:00;8;22;.364;0;3;.000;5;8;.625;1;4;5;5;1;0;2;2;21;11.2;6
26;26;21/12/2007;29-120;LAL;@;PHI;W (+5);1;39:11:00;6;20;.300;2;5;.400;5;5;1.000;2;5;7;3;2;1;4;2;19;10.3;19
27;27;23/12/2007;29-122;LAL;@;NYK;W (+5);1;41:25:00;14;28;.500;5;12;.417;6;7;.857;2;9;11;8;2;0;2;2;39;33.5;9
28;28;25/12/2007;29-124;LAL;;PHO;W (+7);1;41:20:00;12;20;.600;1;3;.333;13;14;.929;2;3;5;7;2;0;8;4;38;28.0;20
29;29;28/12/2007;29-127;LAL;;UTA;W (+14);1;29:26:00;11;18;.611;6;9;.667;3;4;.750;0;4;4;7;4;0;5;3;31;26.3;-10
30;30;30/12/2007;29-129;LAL;;BOS;L (-19);1;36:59:00;6;25;.240;0;6;.000;10;11;.909;2;4;6;3;0;1;3;5;22;6.9;20
31;31;04/01/2008;29-134;LAL;;PHI;W (+31);1;29:10:00;5;9;.556;0;1;.000;5;5;1.000;1;5;6;4;0;0;3;2;15;11.9;32
32;32;06/01/2008;29-136;LAL;;IND;W (+16);1;35:43:00;8;21;.381;2;3;.667;8;8;1.000;0;2;2;6;3;0;4;3;26;17.1;13
33;33;08/01/2008;29-138;LAL;@;MEM;W (+16);1;40:16:00;8;22;.364;1;4;.250;8;11;.727;1;2;3;6;5;0;3;4;25;17.5;16
34;34;09/01/2008;29-139;LAL;@;NOH;W (+29);1;32:59:00;8;16;.500;2;4;.500;1;2;.500;0;7;7;7;3;0;1;0;19;19.6;19
35;35;11/01/2008;29-141;LAL;;MIL;W (+5);1;36:48:00;12;25;.480;5;9;.556;8;8;1.000;2;3;5;7;2;0;1;4;37;30.9;2
36;36;13/01/2008;29-143;LAL;;MEM;W (+1);1;36:06:00;10;25;.400;3;10;.300;14;15;.933;2;1;3;4;4;0;1;1;37;30.2;-3
37;37;14/01/2008;29-144;LAL;@;SEA;W (+2);1;42:12:00;21;44;.477;2;8;.250;4;7;.571;0;2;2;2;1;0;1;1;48;26.0;-8
38;38;17/01/2008;29-147;LAL;;PHO;L (-8);1;39:10:00;10;22;.455;4;10;.400;6;8;.750;2;5;7;4;2;0;2;2;30;22.7;21
39;39;21/01/2008;29-151;LAL;;DEN;W (+17);1;38:31:00;5;7;.714;1;2;.500;6;8;.750;1;4;5;11;2;0;6;4;17;17.3;-12
40;40;23/01/2008;29-153;LAL;@;SAS;L (-12);1;45:05:00;12;27;.444;1;2;.500;4;4;1.000;6;6;12;5;0;0;9;2;29;14.6;-6
41;41;25/01/2008;29-155;LAL;@;DAL;L (-7);1;44:56:00;11;19;.579;1;3;.333;17;21;.810;0;10;10;5;1;1;3;4;40;33.1;8
42;42;27/01/2008;29-157;LAL;;CLE;L (-3);1;43:01:00;10;21;.476;0;1;.000;13;18;.722;2;10;12;6;0;1;3;3;33;25.4;7
43;43;29/01/2008;29-159;LAL;;NYK;W (+11);1;43:34:00;10;21;.476;1;4;.250;3;6;.500;2;6;8;11;0;1;4;3;24;18.5;3
44;44;31/01/2008;29-161;LAL;@;DET;L (-1);1;47:15:00;12;25;.480;2;4;.500;13;15;.867;3;7;10;5;2;1;11;2;39;24.1;19
45;45;01/02/2008;29-162;LAL;@;TOR;W (+20);1;43:55:00;19;28;.679;4;8;.500;4;4;1.000;0;7;7;5;1;0;1;2;46;38.8;22
46;46;03/02/2008;29-164;LAL;@;WAS;W (+12);1;35:10:00;10;15;.667;2;5;.400;8;11;.727;1;5;6;2;1;0;3;2;30;23.1;20
47;47;05/02/2008;29-166;LAL;@;NJN;W (+15);1;40:23:00;3;13;.231;0;2;.000;0;0;;1;4;5;8;2;2;7;3;6;0.8;-7
48;48;06/02/2008;29-167;LAL;@;ATL;L (-3);1;37:02:00;4;16;.250;0;2;.000;3;5;.600;0;1;1;10;1;0;1;2;11;7.1;6
49;49;08/02/2008;29-169;LAL;@;ORL;W (+4);1;46:08:00;11;26;.423;0;2;.000;14;16;.875;1;9;10;6;0;1;4;3;36;24.5;7
50;50;10/02/2008;29-171;LAL;@;MIA;W (+10);1;42:05:00;10;15;.667;2;5;.400;11;11;1.000;0;3;3;5;2;0;4;4;33;27.3;6
51;51;11/02/2008;29-172;LAL;@;CHA;W (+9);1;41:00:00;9;17;.529;4;7;.571;9;9;1.000;0;2;2;4;4;2;4;3;31;26.3;32
52;52;13/02/2008;29-174;LAL;@;MIN;W (+25);1;34:47:00;7;18;.389;2;7;.286;13;13;1.000;1;4;5;5;1;1;1;1;29;24.9;24
53;53;19/02/2008;29-180;LAL;;ATL;W (+29);1;30:19:00;8;16;.500;1;4;.250;6;6;1.000;3;2;5;3;5;0;1;2;23;23.0;6
54;54;20/02/2008;29-181;LAL;@;PHO;W (+6);1;45:44:00;16;25;.640;1;2;.500;8;10;.800;1;4;5;3;2;2;5;3;41;30.3;25
55;55;23/02/2008;29-184;LAL;@;LAC;W (+18);1;41:33:00;5;11;.455;0;3;.000;7;9;.778;1;4;5;7;2;0;5;5;17;12.3;24
56;56;24/02/2008;29-185;LAL;@;SEA;W (+20);1;26:05:00;8;13;.615;3;5;.600;2;3;.667;0;4;4;10;3;0;1;1;21;24.5;11
57;57;26/02/2008;29-187;LAL;;POR;W (+13);1;44:42:00;11;25;.440;1;4;.250;7;8;.875;1;8;9;7;2;0;3;5;30;21.5;14
58;58;28/02/2008;29-189;LAL;;MIA;W (+18);1;40:35:00;7;14;.500;0;2;.000;7;7;1.000;0;1;1;8;4;2;3;5;21;20.3;-6
59;59;29/02/2008;29-190;LAL;@;POR;L (-8);1;43:26:00;12;24;.500;2;8;.250;7;8;.875;3;4;7;5;1;0;6;4;33;20.8;4
60;60;02/03/2008;29-192;LAL;;DAL;W (+4);1;51:24:00;15;27;.556;2;3;.667;20;27;.741;1;10;11;4;1;2;5;2;52;39.4;11
61;61;04/03/2008;29-194;LAL;@;SAC;W (+12);1;43:09:00;10;26;.385;0;3;.000;14;16;.875;2;8;10;3;2;0;4;3;34;21.7;27
62;62;07/03/2008;29-197;LAL;;LAC;W (+37);1;31:09:00;5;9;.556;2;3;.667;4;4;1.000;1;5;6;3;2;0;2;2;16;15.2;1
63;63;09/03/2008;29-199;LAL;;SAC;L (-1);1;42:14:00;7;18;.389;0;3;.000;12;15;.800;0;3;3;5;3;0;3;2;26;18.6;9
64;64;11/03/2008;29-201;LAL;;TOR;W (+9);1;46:38:00;12;20;.600;4;8;.500;6;6;1.000;1;6;7;7;4;1;4;3;34;31.7;-10
65;65;14/03/2008;29-204;LAL;@;NOH;L (-10);1;37:55:00;10;23;.435;4;7;.571;12;13;.923;1;8;9;3;1;0;3;6;36;24.3;-13
66;66;16/03/2008;29-206;LAL;@;HOU;L (-12);1;47:04:00;11;33;.333;0;4;.000;2;4;.500;0;7;7;2;0;0;3;3;24;3.8;7
67;67;18/03/2008;29-208;LAL;@;DAL;W (+2);1;43:32:00;12;23;.522;2;4;.500;3;6;.500;0;2;2;7;3;0;2;4;29;21.4;7
68;68;20/03/2008;29-210;LAL;@;UTA;W (+11);1;40:43:00;11;24;.458;0;2;.000;5;9;.556;2;6;8;7;1;0;3;3;27;17.9;16
69;69;21/03/2008;29-211;LAL;;SEA;W (+25);1;29:49:00;8;15;.533;0;3;.000;7;8;.875;1;1;2;5;0;0;1;2;23;18.0;-6
70;70;23/03/2008;29-213;LAL;;GSW;L (-4);1;46:23:00;13;30;.433;3;9;.333;7;7;1.000;2;12;14;8;1;0;3;4;36;27.2;2
71;71;24/03/2008;29-214;LAL;@;GSW;W (+4);1;51:55:00;11;30;.367;1;5;.200;7;7;1.000;2;9;11;7;1;0;3;4;30;18.8;-18
72;72;26/03/2008;29-216;LAL;;CHA;L (-13);1;38:55:00;8;22;.364;2;6;.333;9;12;.750;1;5;6;3;0;1;3;4;27;14.0;1
73;73;28/03/2008;29-218;LAL;;MEM;L (-3);1;41:52:00;19;37;.514;9;17;.529;6;7;.857;2;8;10;1;3;0;1;4;53;39.2;4
74;74;30/03/2008;29-220;LAL;;WAS;W (+6);1;46:45:00;7;24;.292;0;3;.000;12;15;.800;0;4;4;13;1;1;1;3;26;20.6;25
75;75;02/04/2008;29-223;LAL;;POR;W (+13);1;41:28:00;10;16;.625;4;5;.800;12;13;.923;2;11;13;7;3;0;1;3;36;38.8;5
76;76;04/04/2008;29-225;LAL;;DAL;W (+4);1;41:41:00;7;14;.500;3;4;.750;8;9;.889;4;6;10;6;0;0;0;4;25;24.8;18
77;77;06/04/2008;29-227;LAL;@;SAC;W (+22);1;35:56:00;9;15;.600;4;7;.571;7;8;.875;2;3;5;5;2;0;4;3;29;24.3;-13
78;78;08/04/2008;29-229;LAL;@;POR;L (-9);1;44:41:00;11;26;.423;2;7;.286;10;13;.769;1;4;5;5;1;1;2;5;34;22.1;13
79;79;10/04/2008;29-231;LAL;@;LAC;W (+28);1;34:35:00;6;17;.353;1;5;.200;3;5;.600;1;2;3;3;1;2;2;1;16;9.1;0
80;80;11/04/2008;29-232;LAL;;NOH;W (+3);1;43:07:00;9;17;.529;3;7;.429;8;10;.800;1;9;10;8;2;0;1;3;29;28.7;14
81;81;13/04/2008;29-234;LAL;;SAS;W (+21);1;31:57:00;6;14;.429;3;6;.500;5;6;.833;1;4;5;5;2;1;4;3;20;15.1;21
82;82;15/04/2008;29-236;LAL;;SAC;W (+23);1;28:54:00;3;13;.231;1;5;.200;13;14;.929;1;2;3;5;1;0;2;3;20;14.3;17
1;1;28/10/2008;30-066;LAL;;POR;W (+20);1;32:47:00;9;17;.529;1;1;1.000;4;5;.800;2;9;11;5;1;0;5;3;23;16.7;23
2;2;29/10/2008;30-067;LAL;@;LAC;W (+38);1;30:44:00;5;12;.417;0;2;.000;6;7;.857;2;6;8;3;2;0;5;2;16;10.7;13
3;3;01/11/2008;30-070;LAL;@;DEN;W (+7);1;32:54:00;11;24;.458;1;2;.500;10;12;.833;3;1;4;3;2;0;1;4;33;23.7;15
4;4;05/11/2008;30-074;LAL;;LAC;W (+18);1;36:20:00;8;21;.381;0;2;.000;11;14;.786;1;1;2;3;2;2;2;3;27;17.6;10
5;5;09/11/2008;30-078;LAL;;HOU;W (+29);1;32:59:00;10;17;.588;1;2;.500;2;4;.500;2;1;3;3;2;2;4;3;23;16.3;-6
6;6;11/11/2008;30-080;LAL;@;DAL;W (+7);1;35:43:00;10;20;.500;0;2;.000;7;8;.875;1;3;4;1;1;0;1;1;27;18.5;4
7;7;12/11/2008;30-081;LAL;@;NOH;W (+7);1;38:08:00;5;15;.333;1;1;1.000;9;9;1.000;0;4;4;6;0;0;2;4;20;13.3;-1
8;8;14/11/2008;30-083;LAL;;DET;L (-11);1;39:17:00;12;30;.400;2;7;.286;3;4;.750;0;5;5;6;4;1;3;5;29;17.8;22
9;9;18/11/2008;30-087;LAL;;CHI;W (+7);1;30:32:00;9;18;.500;3;6;.500;0;0;;1;4;5;6;3;2;1;3;21;20.3;17
10;10;20/11/2008;30-089;LAL;@;PHO;W (+13);1;32:32:00;8;23;.348;1;5;.200;7;9;.778;1;4;5;3;0;1;2;0;24;13.0;13
11;11;21/11/2008;30-090;LAL;;DEN;W (+14);1;29:42:00;12;18;.667;1;3;.333;4;5;.800;2;2;4;2;2;0;1;3;29;24.0;21
12;12;23/11/2008;30-092;LAL;;SAC;W (+10);1;33:46:00;10;20;.500;0;1;.000;4;4;1.000;1;3;4;6;3;1;3;2;24;19.7;2
13;13;25/11/2008;30-094;LAL;;NJN;W (+27);1;27:52:00;5;17;.294;0;2;.000;2;2;1.000;0;6;6;4;1;0;0;2;12;6.9;12
14;14;28/11/2008;30-097;LAL;;DAL;W (+7);1;39:45:00;14;26;.538;1;4;.250;6;6;1.000;2;4;6;5;1;1;3;2;35;26.4;7
15;15;30/11/2008;30-099;LAL;;TOR;W (+13);1;29:49:00;9;14;.643;0;2;.000;5;5;1.000;1;4;5;7;1;0;3;2;23;20.8;-3
16;16;02/12/2008;30-101;LAL;@;IND;L (-1);1;37:13:00;10;21;.476;0;5;.000;8;10;.800;2;5;7;2;1;0;1;2;28;20.0;10
17;17;03/12/2008;30-102;LAL;@;PHI;W (+12);1;36:33:00;12;20;.600;1;3;.333;7;7;1.000;0;6;6;4;2;0;4;4;32;23.8;16
18;18;05/12/2008;30-104;LAL;@;WAS;W (+2);1;35:20:00;5;17;.294;0;1;.000;13;14;.929;2;5;7;7;0;0;2;2;23;17.7;25
19;19;07/12/2008;30-106;LAL;;MIL;W (+13);1;30:36:00;6;13;.462;0;1;.000;8;9;.889;2;3;5;8;2;0;4;2;20;18.0;-15
20;20;09/12/2008;30-108;LAL;@;SAC;L (-12);1;38:13:00;9;25;.360;3;8;.375;7;7;1.000;2;2;4;3;0;0;2;2;28;15.4;-7
21;21;10/12/2008;30-109;LAL;;PHO;W (+5);1;34:16:00;6;16;.375;2;5;.400;4;4;1.000;0;7;7;3;1;0;5;2;18;8.6;11
22;22;12/12/2008;30-111;LAL;;SAC;W (+9);1;39:23:00;11;21;.524;2;4;.500;8;10;.800;2;5;7;3;0;1;4;2;32;21.8;14
23;23;14/12/2008;30-113;LAL;;MIN;W (+12);1;36:35:00;9;24;.375;2;6;.333;6;6;1.000;0;3;3;5;2;0;2;2;26;16.4;5
24;24;16/12/2008;30-115;LAL;;NYK;W (+2);1;40:56:00;12;22;.545;1;3;.333;3;4;.750;1;6;7;6;4;0;1;0;28;26.7;-6
25;25;19/12/2008;30-118;LAL;@;MIA;L (-2);1;35:30:00;12;24;.500;1;3;.333;3;4;.750;1;2;3;3;0;0;5;3;28;12.8;-9
26;26;20/12/2008;30-119;LAL;@;ORL;L (-3);1;42:35:00;14;31;.452;2;3;.667;11;11;1.000;2;6;8;3;0;0;1;3;41;28.0;9
27;27;22/12/2008;30-121;LAL;@;MEM;W (+9);1;38:15:00;14;23;.609;3;6;.500;5;8;.625;0;4;4;3;2;0;5;1;36;24.2;14
28;28;23/12/2008;30-122;LAL;@;NOH;W (+13);1;37:19:00;7;18;.389;0;1;.000;12;15;.800;0;6;6;4;0;0;0;2;26;18.8;2
29;29;25/12/2008;30-124;LAL;;BOS;W (+9);1;43:04:00;13;23;.565;1;3;.333;0;0;;2;7;9;5;1;0;4;2;27;19.3;19
30;30;28/12/2008;30-127;LAL;;GSW;W (+17);1;31:44:00;9;15;.600;3;6;.500;10;10;1.000;1;2;3;4;4;0;2;2;31;29.4;19
31;31;02/01/2009;30-132;LAL;;UTA;W (+13);1;38:07:00;13;23;.565;2;3;.667;12;14;.857;3;4;7;4;2;1;2;3;40;33.9;17
32;32;04/01/2009;30-134;LAL;;POR;W (+14);1;32:50:00;11;19;.579;0;2;.000;4;5;.800;0;2;2;3;1;0;4;1;26;16.0;-8
33;33;06/01/2009;30-136;LAL;;NOH;L (-11);1;41:53:00;14;22;.636;6;7;.857;5;6;.833;0;4;4;7;0;1;4;1;39;31.2;5
34;34;07/01/2009;30-137;LAL;@;GSW;W (+8);1;39:28:00;9;20;.450;2;5;.400;1;1;1.000;1;4;5;5;2;0;3;3;21;13.8;7
35;35;09/01/2009;30-139;LAL;;IND;W (+2);1;41:56:00;10;20;.500;1;4;.250;15;17;.882;1;6;7;13;1;0;5;3;36;31.6;11
36;36;11/01/2009;30-141;LAL;;MIA;W (+3);1;36:44:00;5;14;.357;2;4;.500;7;7;1.000;0;2;2;7;0;0;4;3;19;11.5;-1
37;37;13/01/2009;30-143;LAL;@;HOU;W (+5);1;42:03:00;13;32;.406;1;4;.250;6;9;.667;1;6;7;4;0;0;2;1;33;17.5;-2
38;38;14/01/2009;30-144;LAL;@;SAS;L (-1);1;41:38:00;11;19;.579;2;3;.667;5;6;.833;1;6;7;10;0;1;4;1;29;25.5;-8
39;39;16/01/2009;30-146;LAL;;ORL;L (-6);1;41:22:00;10;26;.385;1;5;.200;7;8;.875;2;11;13;11;2;0;6;3;28;20.6;16
40;40;19/01/2009;30-149;LAL;;CLE;W (+17);1;40:44:00;9;22;.409;1;5;.200;1;3;.333;1;5;6;12;1;1;5;1;20;14.3;10
41;41;21/01/2009;30-151;LAL;@;LAC;W (+11);1;41:23:00;5;15;.333;2;7;.286;6;6;1.000;2;8;10;12;1;0;4;3;18;17.5;24
42;42;22/01/2009;30-152;LAL;;WAS;W (+20);1;28:06:00;4;11;.364;1;3;.333;2;2;1.000;0;4;4;5;0;0;0;2;11;8.8;11
43;43;25/01/2009;30-155;LAL;;SAS;W (+14);1;32:19:00;8;17;.471;2;3;.667;4;4;1.000;0;4;4;3;1;1;1;2;22;16.5;2
44;44;27/01/2009;30-157;LAL;;CHA;L (-7);1;45:13:00;15;28;.536;1;3;.333;7;8;.875;2;6;8;5;1;0;2;6;38;27.3;11
45;45;30/01/2009;30-160;LAL;@;MIN;W (+13);1;34:33:00;12;23;.522;1;7;.143;5;6;.833;2;6;8;5;0;0;2;3;30;21.8;11
46;46;31/01/2009;30-161;LAL;@;MEM;W (+17);1;35:03:00;10;20;.500;0;1;.000;5;7;.714;0;1;1;7;3;0;1;1;25;21.0;19
47;47;02/02/2009;30-163;LAL;@;NYK;W (+9);1;36:48:00;19;31;.613;3;6;.500;20;20;1.000;0;0;0;3;0;1;2;1;61;47.3;4
48;48;04/02/2009;30-165;LAL;@;TOR;W (+8);1;37:33:00;13;28;.464;4;8;.500;6;8;.750;1;8;9;5;2;0;0;0;36;29.4;-3
49;49;05/02/2009;30-166;LAL;@;BOS;W (+1);1;45:06:00;10;29;.345;4;8;.500;2;4;.500;2;8;10;5;1;2;3;2;26;14.8;4
50;50;08/02/2009;30-169;LAL;@;CLE;W (+10);1;34:36:00;8;17;.471;0;2;.000;3;3;1.000;0;3;3;2;1;0;2;2;19;10.8;4
51;51;10/02/2009;30-171;LAL;;OKC;W (+7);1;35:51:00;13;26;.500;0;3;.000;8;8;1.000;3;4;7;1;0;0;3;1;34;21.6;-1
52;52;11/02/2009;30-172;LAL;@;UTA;L (-4);1;36:26:00;14;33;.424;1;7;.143;8;8;1.000;2;2;4;4;4;0;4;3;37;23.1;18
53;53;17/02/2009;30-178;LAL;;ATL;W (+13);1;28:40:00;4;12;.333;2;4;.500;0;0;;2;2;4;2;0;2;4;0;10;4.0;12
54;54;18/02/2009;30-179;LAL;@;GSW;W (+8);1;36:16:00;9;22;.409;2;3;.667;10;12;.833;1;2;3;9;3;2;2;2;30;26.6;19
55;55;20/02/2009;30-181;LAL;;NOH;W (+4);1;44:53:00;13;30;.433;1;2;.500;12;12;1.000;1;4;5;5;1;1;2;2;39;27.5;0
56;56;22/02/2009;30-183;LAL;@;MIN;W (+3);1;36:40:00;11;21;.524;0;2;.000;6;7;.857;0;6;6;7;1;0;6;2;28;18.2;17
57;57;24/02/2009;30-185;LAL;@;OKC;W (+14);1;33:47:00;13;21;.619;0;3;.000;10;13;.769;0;4;4;5;1;0;4;0;36;27.0;26
58;58;26/02/2009;30-187;LAL;;PHO;W (+26);1;26:50:00;10;13;.769;1;2;.500;1;2;.500;1;3;4;8;3;0;1;3;22;24.5;4
59;59;27/02/2009;30-188;LAL;@;DEN;L (-11);1;40:02:00;10;31;.323;0;6;.000;9;12;.750;5;3;8;2;0;1;2;3;29;13.4;-11
60;60;01/03/2009;30-190;LAL;@;PHO;L (-7);1;39:02:00;18;38;.474;3;9;.333;10;10;1.000;4;7;11;2;1;1;1;5;49;34.6;12
61;61;03/03/2009;30-192;LAL;;MEM;W (+10);1;29:38:00;12;23;.522;1;5;.200;6;6;1.000;0;2;2;2;1;0;0;3;31;21.5;18
62;62;06/03/2009;30-195;LAL;;MIN;W (+20);1;27:56:00;8;17;.471;2;6;.333;5;5;1.000;0;2;2;4;1;0;1;1;23;17.3;-20
63;63;09/03/2009;30-198;LAL;@;POR;L (-17);1;38:58:00;11;29;.379;2;9;.222;2;2;1.000;0;3;3;3;1;1;1;5;26;11.8;10
64;64;11/03/2009;30-200;LAL;@;HOU;W (+6);1;39:36:00;14;23;.609;2;3;.667;7;10;.700;1;4;5;6;4;2;4;2;37;32.0;17
65;65;12/03/2009;30-201;LAL;@;SAS;W (+7);1;38:01:00;9;21;.429;1;2;.500;4;4;1.000;0;4;4;6;0;1;2;3;23;14.8;22
66;66;15/03/2009;30-204;LAL;;DAL;W (+7);1;40:31:00;11;20;.550;3;6;.500;3;3;1.000;0;8;8;5;1;1;1;4;28;23.4;-9
67;67;17/03/2009;30-206;LAL;;PHI;L (-1);1;32:39:00;5;15;.333;1;4;.250;0;0;;0;5;5;5;2;0;5;4;11;2.9;-3
68;68;19/03/2009;30-208;LAL;;GSW;W (+8);1;39:20:00;9;25;.360;2;6;.333;1;1;1.000;3;3;6;2;2;0;5;1;21;8.1;3
69;69;21/03/2009;30-210;LAL;@;CHI;W (+8);1;36:47:00;10;25;.400;2;6;.333;6;10;.600;1;2;3;7;5;1;3;2;28;21.0;22
70;70;24/03/2009;30-213;LAL;@;OKC;W (+18);1;29:29:00;6;18;.333;1;4;.250;6;6;1.000;0;3;3;5;4;2;0;3;19;17.4;27
71;71;26/03/2009;30-215;LAL;@;DET;W (+15);1;38:01:00;10;18;.556;1;3;.333;9;10;.900;2;6;8;7;2;0;1;3;30;28.9;20
72;72;27/03/2009;30-216;LAL;@;NJN;W (+8);1;41:14:00;5;19;.263;3;6;.500;1;1;1.000;1;0;1;9;3;1;3;3;14;9.2;-2
73;73;29/03/2009;30-218;LAL;@;ATL;L (-10);1;37:10:00;7;19;.368;1;6;.167;2;4;.500;2;6;8;4;1;0;4;3;17;7.5;-10
74;74;31/03/2009;30-220;LAL;@;CHA;L (-10);1;36:28:00;11;28;.393;2;5;.400;1;3;.333;0;2;2;2;3;0;1;3;25;11.8;14
75;75;01/04/2009;30-221;LAL;@;MIL;W (+6);1;38:41:00;10;19;.526;1;2;.500;9;9;1.000;1;7;8;4;3;0;4;1;30;24.9;16
76;76;03/04/2009;30-223;LAL;;HOU;W (+12);1;38:35:00;7;11;.636;4;6;.667;2;2;1.000;0;1;1;7;2;0;3;0;20;19.3;0
77;77;05/04/2009;30-225;LAL;;LAC;W (+3);1;33:41:00;5;15;.333;3;6;.500;5;8;.625;1;3;4;5;1;1;2;3;18;11.9;6
78;78;07/04/2009;30-227;LAL;@;SAC;W (+18);1;30:32:00;8;16;.500;1;5;.200;5;8;.625;0;5;5;4;2;0;0;2;22;18.3;15
79;79;09/04/2009;30-229;LAL;;DEN;W (+14);1;34:53:00;11;19;.579;2;5;.400;9;10;.900;1;2;3;2;1;0;2;0;33;25.4;-7
80;80;10/04/2009;30-230;LAL;@;POR;L (-8);1;36:02:00;9;24;.375;3;6;.500;11;12;.917;0;5;5;2;0;0;3;5;32;16.3;7
81;81;12/04/2009;30-232;LAL;;MEM;W (+17);1;29:14:00;7;9;.778;0;2;.000;2;2;1.000;2;5;7;4;2;1;1;2;16;19.1;10
82;82;14/04/2009;30-234;LAL;;UTA;W (+13);1;26:22:00;5;11;.455;1;2;.500;5;7;.714;1;0;1;5;2;0;1;3;16;13.5;9
1;1;27/10/2009;31-065;LAL;;LAC;W (+7);1;38:20:00;11;26;.423;0;1;.000;11;12;.917;4;4;8;3;4;1;2;2;33;26.8;-20
2;2;30/10/2009;31-068;LAL;;DAL;L (-14);1;37:27:00;6;19;.316;1;4;.250;7;9;.778;3;3;6;2;0;0;3;2;20;8.9;12
3;3;01/11/2009;31-070;LAL;;ATL;W (+8);1;37:38:00;15;29;.517;1;2;.500;10;11;.909;3;5;8;3;5;0;3;4;41;32.4;5
4;4;03/11/2009;31-072;LAL;@;OKC;W (+3);1;45:41:00;9;22;.409;1;3;.333;12;14;.857;1;5;6;4;3;1;7;5;31;18.1;2
5;5;04/11/2009;31-073;LAL;@;HOU;W (+1);1;48:29:00;15;30;.500;0;3;.000;11;15;.733;1;5;6;4;4;0;2;2;41;30.6;16
6;6;06/11/2009;31-075;LAL;;MEM;W (+16);1;33:39:00;19;30;.633;0;0;;3;4;.750;1;3;4;1;1;0;0;2;41;29.7;20
7;7;08/11/2009;31-077;LAL;;NOH;W (+16);1;33:42:00;11;21;.524;0;2;.000;6;6;1.000;0;2;2;1;1;0;5;3;28;13.8;24
8;8;12/11/2009;31-081;LAL;;PHO;W (+19);1;32:34:00;13;21;.619;0;0;;3;4;.750;1;3;4;4;0;0;4;4;29;17.9;-14
9;9;13/11/2009;31-082;LAL;@;DEN;L (-26);1;33:41:00;7;17;.412;1;3;.333;4;4;1.000;2;1;3;2;1;0;4;1;19;9.6;-7
10;10;15/11/2009;31-084;LAL;;HOU;L (-10);1;38:38:00;5;20;.250;0;3;.000;8;9;.889;1;0;1;3;3;0;4;0;18;7.4;18
11;11;17/11/2009;31-086;LAL;;DET;W (+13);1;39:13:00;17;29;.586;1;3;.333;5;5;1.000;4;1;5;5;3;0;3;5;40;31.1;17
12;12;19/11/2009;31-088;LAL;;CHI;W (+15);1;37:47:00;7;21;.333;0;2;.000;7;8;.875;1;8;9;8;0;1;2;3;21;14.9;30
13;13;22/11/2009;31-091;LAL;;OKC;W (+16);1;32:16:00;11;23;.478;0;2;.000;4;4;1.000;2;4;6;7;2;0;0;1;26;23.4;25
14;14;24/11/2009;31-093;LAL;;NYK;W (+10);1;40:40:00;14;20;.700;1;4;.250;5;7;.714;0;5;5;4;3;0;4;0;34;28.1;18
15;15;28/11/2009;31-097;LAL;@;GSW;W (+33);1;32:21:00;8;20;.400;1;3;.333;3;3;1.000;2;4;6;6;5;0;2;3;20;17.8;25
16;16;29/11/2009;31-098;LAL;;NJN;W (+19);1;28:40:00;11;17;.647;5;8;.625;3;5;.600;0;8;8;7;2;1;4;5;30;25.7;16
17;17;01/12/2009;31-100;LAL;;NOH;W (+11);1;32:31:00;5;11;.455;2;5;.400;6;6;1.000;0;3;3;4;2;0;1;3;18;15.8;4
18;18;04/12/2009;31-103;LAL;;MIA;W (+1);1;42:18:00;12;25;.480;2;3;.667;7;8;.875;3;4;7;3;3;0;2;5;33;24.3;12
19;19;06/12/2009;31-105;LAL;;PHO;W (+20);1;35:54:00;9;16;.563;2;4;.500;6;8;.750;2;5;7;3;1;0;1;2;26;21.8;14
20;20;09/12/2009;31-108;LAL;;UTA;W (+24);1;37:49:00;10;19;.526;1;3;.333;6;8;.750;0;6;6;8;2;2;2;2;27;24.9;3
21;21;11/12/2009;31-110;LAL;;MIN;W (+12);1;34:00:00;8;18;.444;1;3;.333;3;4;.750;0;5;5;5;1;0;4;2;20;11.4;6
22;22;12/12/2009;31-111;LAL;@;UTA;L (-8);1;36:43:00;7;24;.292;1;9;.111;1;1;1.000;1;5;6;5;1;0;1;2;16;6.9;-3
